id,App Version Code,App Version Name,Review Text,Review Title,Star Rating
33576c80-a453-4f70-b17f-fe4f700831d7,81,2.40,"Non sense app . no confirmation of payments , money debits but no use .",,1
aee22649-9a89-40bf-9f4e-fa9b6d7d78a7,80,2.39,Bad experience,,1
6a276391-58fa-4bef-87c5-ac99e8d2ed88,74,2.33,Yesterday I done one recharge via amazon pay but till I am not received cashback,,1
47fea8a7-b2f5-4be7-8784-5b2e33ad56e7,69,2.28,Customer support is awesome,,5
77e262e2-1c2b-402b-a2c9-5b31302c2ac5,50,2.10,It's annoying. When you try to make transaction for other number rather than registered number then it doesn't detect even if you type 100 times. And who has that much time to do that. You guys are really silly to make such a stupid bot.,Very Poor Experience,1
e1825956-730d-4961-95c4-8110427179f2,75,2.34,"It very very friendly app ,thank you so much",,5
69e6ed28-f2ea-4b91-a78f-17ee33cf75de,,,best graphical app,,5
c10c9d5c-b7ef-478d-ae42-3c9a74a27f86,,,It's good app,,3
f5bef674-668c-46dd-8a6c-afc05b2afda0,,,very bad app .. no coustomer support,,1
f3f1ed7c-33f9-45ed-8bdf-0c2986c7fb9e,83,2.42,nice app & good interface.,,5
7aa8e9a4-8281-4d64-bfbd-ed2cfd72b420,,,I feel stress about my refund which I have done for electricity bill but it was not payed by Niki. My new bill amount larger because previous bill amount add on new bill. It is fraud app.,,1
7af318a7-239f-4fc2-87cf-78ddb3d5c442,56,2.15,Fraud app. Don't give the committed cashback. Beware before installing and using,,1
87f1ebbd-78da-4064-9956-6205357e8e27,34,1.14,Just waiting for more services.,Great app,5
fde13b23-1086-4e3d-bd38-8b810e695806,68,2.27,The AI is not good as it assumes the same details for every phone recharge and there is no option of changing it. Not even when I write the whole details in the chat.,,1
a457c7f5-0351-42dc-83ff-42f59b7786ef,47,2.7,I am not able to book any bus.. it is worst kind of online transaction,Worst app,1
fab69f8c-8d69-43f2-8810-717977e1b0ac,,,Best personal assistant app for all,Best app I ever known,5
53b39902-dd4a-4da9-833b-bc9e383fb882,74,2.33,Fake fraud app,,1
085b4f0d-cd17-4ecf-865f-9010d0965286,83,2.42,Awesome,,5
8fb20ca5-e8ee-41b2-a339-ae024b771b99,90,2.49,not❌,,1
dcaa0fab-7ab3-40c0-879f-765b687c8321,80,2.39,Well broadband services need to be expanded for Airtel n other operators,,5
2a6cefa8-ffb6-40ea-a5ff-beccbddcb5d7,,,Awesome,,5
ee8bd7bf-22fd-4274-bd0b-96a072527e60,46,2.6,It's a good app,Good,5
116414ea-c3ac-484e-9a60-d76ecb4de3e4,68,2.27,Casback not received,,1
7c474620-d7cd-491a-b649-85a6c9c4f211,75,2.34,"Super cheaters, I got credits for bus booking, but they blocked from using it.",,1
4eedb313-f420-4e7f-b2db-d2b920a81c2d,78,2.37,Very good app,,5
91b33e54-26e8-4160-b8b1-e9bad82d9220,81,2.40,The best app niki,,5
99f5423d-467e-4f3a-a893-012164e06ef5,74,2.33,i recharge a jio no for 15% cashback to phone pe but recharge fail and my amount is not refun,,1
b0395f2d-9280-4dfb-83ab-65bb5ac0e8df,,,Waste,,1
64760015-b47d-47c3-9c9e-79cb5ad3fc56,78,2.37,Not like the app,,1
d212ffb2-84a1-42a1-a5d5-f958335d0549,69,2.28,Worst app. I paid my electricity bill today and it showed succes. But I haven't got any confirmation. Unable to reach support even. You are not at all providing any support for customers. You are worst service provider. Is this app a fraud? Please respond asap.,,1
11deffb5-3afa-4f35-a9e4-8b4fc7aee977,43,2.3,I recharged for my number and it's been past 36 hours still not processed or refunded. Niki Support does not respond at all. Waste of time.,Recharge not happening,2
d3c34879-a68f-4455-8fc7-6268e32ba1d1,81,2.40,Ye app bilkul bekar . cash back deta nahi our jyada Recharje amount leta hai,,1
eb734d9d-8f8d-4c53-b429-b1c57b900874,88,2.47,thenx,,5
7f395df7-7a5d-4270-9e07-c8f26594e4aa,80,2.39,"Bakwas app there recent ""Drop the price sale"" is fake. Please don't waste time in giving them free tariffs to this bakwas app for such fake contest. Edit:- I know terms and conditions of this which is to cheat people and increase tariffs of your app. As no one will get any product for free due to nonsense terms and conditions.",,1
7ac98aae-e955-4310-b2b4-869feddeebd9,,,They just make fool of people by their offers. I did payment for my postpaid mobile through Amazon pay. Somehow my 1st transaction is failed so I did payment again and now they saying u won't get cashback since offer was on only 1st transaction which is failed one. Have uninstalled the app now... Customer care service also worst. There are very good other apps.,,1
a56f759b-7f15-4fb9-925b-dce16d346f30,,,It's raely very wonderful aap,,5
76f3892e-26f4-4dae-ae29-033f053b2764,75,2.34,A bot assisting me to do my recharges hassle free...what an idea sir ji...so far so good...thumbs up guys for great work...love to have more services under one roof...,,5
3eaddd2c-3514-43f6-a8b0-ce47012e04c5,66,2.25,Awesome app it's quick and responsive,,5
4143e576-cdfd-4300-9d03-307fe5e2d3ea,,,Worst recharge app.it take convenient free for every transaction..,,1
4a66017e-b5b9-4fdf-bb14-cd73f44ec61a,55,2.14,So many complication,,3
0caa7017-6f35-4aff-8aad-3c3b5334a9de,,,Cant use manual amount on recharges!,,1
9693338b-7967-4b14-bcc9-26619db9282f,58,2.17,Hopeless app not able to redeem full amount from wallet,,1
df098760-abfc-47c6-a29b-2cf30fdc3290,80,2.39,Very nice nikiai app much better I'm feel for today,,5
97998483-dfce-4eb9-91e1-1ee4cab3397d,90,2.49,paypal is not working,,1
04caaa53-b002-4407-9cf0-b4593ec66452,90,2.49,cheaters.I bought a gift card but didnt get that gift card and the PayPal cashback.,,1
fd4953ea-ba8d-46a1-8f04-91a0eac09694,37,1.17,It savea time and effort,Liked it,4
11ff9a45-782b-423a-baa8-b1a829ba8c62,59,2.18,Use SANDEEP289 as referral id to get rs 10 on sign up,,5
9592a36e-394e-4493-80ea-ea5f62718600,55,2.14,Nice app,,5
081ec296-ced3-4cf1-b076-8f9399dc6591,,,Best recharge app to get free benefits,Fantastic,5
87560bcf-271d-4461-b3ad-a996f5efc852,,,I hear about you from yourstory.com. its s wonderful idea.kuddos to your effort.,,4
b912ecc6-f5bc-421e-a402-d66481cd4d4a,69,2.28,It showed 75 Cashback by paying with amazon pay balance and later did not give credits..cheating app,,1
e407c675-b192-4ed4-8d13-2c6fa398b4aa,86,2.45,Good customer service,,5
c8adb451-11cb-4815-969f-5a2348ed3d6b,74,2.33,Good offers on bill payments,,5
568eeb57-fc50-4135-ae4a-22d1f647a5cd,71,2.30,Great app. Please provide more cashback with Amazon pay in future,,5
6965bff3-9214-45ef-8df9-6339043dea37,37,1.17,Just used it to pay electricity bills would definitely use it again !,Useful app,5
d654f3ba-2a19-4055-9c26-7cc88c67b953,75,2.34,Easy to use and very durable app,,5
2ed1ab88-5cb3-43d5-9b7f-aa92feebf212,80,2.39,Nice,,4
568fc33b-f1a8-48c9-83ed-6a175d9c7ca6,,,wow niki solved my problem so I am happy now...,,3
af89f92b-64f8-4db2-bb66-4e7989d89152,,,Best,,5
1f693129-d954-4779-a3bb-495d8c2d03ac,89,2.48,great,,5
6286eefc-122b-4f93-b562-e46cef8eebbd,83,2.42,use full app,,3
05eb2976-ba69-40ea-acc5-ca27fee4cac0,83,2.42,Very nice app,,5
ba1a64bb-d647-42fc-bbb5-e83ab81017be,86,2.45,Amazing and very nice app quick third party transaction my expeience is very good yet i am using this app but not any wrong transaction refunding very easy and early i recomand to all friends to use niki and thank to niki team but somthing not available on niki like UPPCL electricity marchant but I hope this will come soon Thank you,,5
d87b8591-b55d-44a1-b327-c05838f8c447,,,I think this will revolutionise the todays shopping and marketing activity .This is as simple as texting and getting orders...,Awesome ideas,5
f5334939-ca0a-4730-8290-117a884bbc22,88,2.47,good,,5
a2a9bcdd-c4e7-495b-a366-defa8689fd0d,,,Frod app,,1
49bf294d-2871-43d2-ab1c-2ff93a504fb6,66,2.25,"Really fantastic, the booking of bus ticket and recharge of phone is so easy then other websites",,5
62989766-ac92-4981-b033-b1084812740f,68,2.27,Deducted rs.399 no recharge received till now. No response from customer care too.,,1
387620cb-c79e-4879-b1a3-cdb0ba2768ba,,,Yes niki is of no use. I got offer only for first time many months before on my first use and after that no use. Its flash sale code also not working. Seems flash sale is only for new users.,,1
36a54b89-e9b3-413a-aea1-1c9802af0778,81,2.40,This one sucks,,1
12ee1210-a1d0-4a6c-bd07-9fe87c5c95db,62,2.21,Worst App,,2
f1fec07e-a4a1-46e4-9cd7-4818e200591f,83,2.42,Best offers for Bill payment and recharge,,4
4404d3c1-40a6-4133-a06b-00e0ea665a7a,,,Nice work,,5
ced37487-adb5-4c58-98a4-5038821d25f0,88,2.47,super,,5
290ca40f-44e4-4b39-b3bf-3a519cd97c6d,90,2.49,will be better,,3
e25e0817-f7ca-4f5f-9e17-f4989916903d,78,2.37,Everything is good except some billers like BSNL landline and MP Paschim Kshetra Indore aren't present currently. Please change your service provider.,,4
33777ba1-33e7-4d08-a0a8-a3b5b8f99d80,68,2.27,It was good experience,,5
9f0f5c74-3792-4b12-8878-94280f975052,69,2.28,"Worst app ever, I have paid electricity bill of ra 1050 and it is shown successfully in Niki app but didn't showing in mseb portal, it's already been 7 days , they were saying it will take 2 days to reflect but it didn't reflect till date and they are also not replying me, fake app fake app fake app",,1
2d4ede11-150f-4c58-bffc-dafaa96a1140,36,1.16,Awesome.,,5
cf72cfce-d84b-4f04-9fa6-a107ca07f5a4,90,2.49,Bill payment offer for February. No cashback received in Paypal account for making transaction of Rs.1800 through Niki app. Fraud app and fraud offers. Also cahrged extra fees as gateway payment charges for each transaction.,,1
97b462da-21bc-4a18-bc2b-76c939118d04,75,2.34,Very good,,5
992646c2-20dd-43b1-a3a8-0d9e488612c4,64,2.23,Easy and simple to use. Takes ordering experience to a new level,,5
65bd748b-af68-48ed-bd65-b17ceb3a6850,,,Great app,,5
2d2992c3-f381-4b4f-8efd-34248eef9dc6,62,2.21,Great app. Beauty at its best.,,5
909d524f-bfb0-445f-97fb-c92291dd2a79,,,Very good and very very nice Niki,,5
4186ba55-e683-4da5-a887-bb6f0c108399,74,2.33,Such a stupid & bakwaas app also customer support team,,1
cc85b367-9327-4de1-aeaa-f6be0ec44668,56,2.15,Bakwas app.. Airtel server down since so many days. App was good till then.,,2
f501bfb4-1b4c-4d4b-ae2e-9fd2b57b8189,59,2.18,Great app,,5
4c7c8721-a6e2-4ddd-81d3-afe3d318fde3,78,2.37,Worst experience,,1
26cbbcbb-9a5b-45ad-9984-acc4c9bd2c71,80,2.39,No one use this fake app... Now they are charging convenience fee to pay bill... I mean who takes these hidden charges to loot customers,,1
ea15dd18-525d-4c22-949c-b47cb3f8d0c4,56,2.15,Nice app,,5
66266366-ccdf-4643-82b4-66c56230c17c,,,Great app for doing recharge,,5
1ec5f58b-0cfa-4b66-a4ad-df6096e68970,66,2.25,Since 2 months I am using this app and till now didn't face any problems . Till now I have a good experience with this app. But the only concern is offers are specific for the first transaction only . No offers for the transactions done 2nd tym.,,4
3d3271b8-2be9-4287-97ef-e51a816fe9fe,74,2.33,Totally froad app cash back nahi mila Na hi refer and earn ka pesa mila,,1
b26e9c0a-e1a7-4813-bb9c-5a8786dad15c,69,2.28,Great app,,5
872d95b2-f030-4a84-a0c3-6491324248a1,,,Thnq for introduing laundry services,,5
9998a9ff-b567-49b6-8ad2-e0c65acdc72b,,,Nice app,,5
e80ec25a-0666-40e0-aaee-949615b8048e,74,2.33,No customer call center for this app.!!.risky to use..i wanted to postpone the ticket of my bus booking..i m unable to do it,,1
c84428fb-41e3-447a-8650-760958de4080,69,2.28,Very bad app,,1
2d10b0f2-fba0-40cf-bd16-46718fc73670,64,2.23,Nice app,,5
24196bf8-f21c-42da-938c-35e538eb0b86,68,2.27,Use it for the very first time and this app works like a charm for me. I did a recharge with Amazon pay balance n my recharge was successful. Thanks now i have got my cashback. I will refer my friends to use this app.,,5
97ab1e79-88c3-4994-a386-8d043be97431,,,Amazing application,,5
7f389ea0-ee61-4593-aee9-c2f7cd4c129d,88,2.47,very good app,,4
11807b54-8cdc-493b-b225-dd652f0ebac4,,,Worst customer support team won't reply to our quire's and tickets. It's been more than 4 days still didn't get any reply..,,1
ac0259db-77c8-46d7-81fe-8705a2b49ef4,69,2.28,Easy n fast,,5
77cada59-e53d-4e69-ab3f-9511f484e6e5,69,2.28,Good,,5
a2b6f90f-2420-4139-93bc-8be2a92b880c,,,i like when they start pay rs. 1 and get 20 rs. cashback on amazon pay... but now they stop this service...bad please restart this offer,,1
169d96a0-1236-49df-ba19-52c9cb22554f,71,2.30,Awesome app... Nice thought for booking and paying. But UI can improve otherwise wonderful app.,,5
7a6b3b88-55ad-4117-88cd-a690212efd35,78,2.37,Discount should be more than 100 Rs,,5
408a2aab-c382-4853-839d-bed4912283e2,83,2.42,Vivo good this aaps,,5
a28c74b4-f140-431b-a97b-00a6ebea8af3,,,Not bad,,3
0cea3a81-6cf6-4b8e-a56a-14ff6fc65069,,,very bad app because maine Amazon ke gift card kharide but not receive,,1
8f8b3d62-71f4-40ca-9611-ab1e0d56332f,81,2.40,good,,5
d93fb1c8-fb66-4178-9d93-df5f86ce499d,68,2.27,Its a great app for cashbacks,,5
61ec5cfb-8c93-413e-939b-d16a9621bfda,81,2.40,Please give me offers section in app without entering promo codes and notification from the app,,4
a4f4be7a-7865-47de-844d-6e7c380fbef5,83,2.42,Customer support team is worst.,,1
ee76065c-0ffe-40a2-8225-c3344ffd4c32,75,2.34,"Kindly Respond To My Email, Need A Refund Charging 1% Fee For Postpaid Service Now. Nice Way To Earn More Money. Even You Have Very Complicated Interface For Paying Any Bill. Really A Bad Move, Never Appreciates That. Would LOVE To Recharge From Offline Or Other Apps.",,1
f58f822a-140a-4648-a622-4a7b54291fd7,,,Usefully best apps,,5
3ea902ec-c584-4a48-b4be-9ac4c77cd037,,,Responsive support. Giving 5 star as the support team resolved my query instantly.,App,5
b96683c9-3686-4a24-a330-a2f2996feb26,28,1.9,Frndz don't download this garbage app they are not giving rc via earn money they asking to pay via dc/cc and paytm wallet so don't download this fake app.,no 1 fake app in palystore,1
3b389775-f42c-484a-a215-ffbd4bac6692,,,great working,Lovely app,5
4c56395c-8618-4388-8537-88c2ea9d3fd6,75,2.34,Worst app,,1
fec5ab07-c11a-42ca-8d23-12fb7e94c67e,56,2.15,Genuine offers,,5
88a6c2df-cfcd-419a-8446-33cfc4b62858,88,2.47,nice,,4
a44a9b3f-e12e-4327-b122-6f2882bca88c,53,2.13,"Use code ""navaneeth2"" and get sign up bonus.Use code ""navaneeth2"" and get sign up bonus.Use code ""navaneeth2"" and get sign up bonus.",,4
525ab1fb-13ae-461f-a582-effc000727c8,83,2.42,no cash back they will cheat u. stay away.,,1
9b38ce3d-1578-40f6-92f0-e4f816c323e8,71,2.30,Gd,,5
366f9a5d-ebb9-48db-9ab8-e4d711b3e7d5,81,2.40,I am not sure why people are hating it . I have used the app for almost 20k of recharge . I have had few problems but all are fixed .not sure if you guys know how to actually use this . But I am pretty happy about it .,,4
6129bc57-63c4-45ea-ae3a-e9464e43e658,74,2.33,Nice app,,5
3cbbab60-0f9b-4cd8-86d9-919fda0a51cf,81,2.40,My money is deducted,,1
d9f20778-4455-4eff-b4e9-2d0bd20716e5,71,2.30,Refund not received for failed order.,,1
9f72e91a-8181-47d6-a5d0-39e2930f7798,81,2.40,lv it...,,5
c8e71507-56ae-42f7-9b86-e6fccb755781,74,2.33,Excellent,,5
57d1cca1-ee31-46a1-a6f3-1b8b94c5fa8d,75,2.34,Nice app,,5
71cee7c7-b174-424e-8baf-b03b14554983,,,Do not waste ur time and mb downloading this stupid app.. It's the most useless app I ve ever seen...,Worst app ever,1
e560e373-a275-4a73-8132-11a2ccdc3c6f,71,2.30,Good app,,5
b5bedab5-c248-45a5-8501-510782214324,88,2.47,great,,5
bbaef8a2-04ab-4890-811b-3002e354e6a1,81,2.40,Good,,5
1c423a99-7c28-45cb-94f4-77e959d1022a,,,Awesome app....!,,5
372a5a82-dee0-4bcb-aa29-86dfbeeed79d,,,Great,,5
481c8668-f590-4189-9648-b412c74627d8,65,2.24,"Don't install, It always show an error at Final stage of payment like 'Sorry, we were unable to process, invalid transaction'",,1
89349a83-eba7-433e-a0af-1f6d32e7cfe9,80,2.39,"It's ok type app. But not smart and attractive enough. Offers can't be availed easily. My bill payment ,I couldn't open and pay by Amazon pay balance. So missed out on 50 cashback offer. Bad experience",,3
16747793-9c46-4dc4-80ac-02d76f998257,28,1.9,Asking to pay via debit card,Fake app,1
c5293523-e3cc-472c-ba23-9d2e8109476f,,,worst app.just a cheater.dont use it.it crashes during registration only.fake offers. no amazon pay option provided.yet runs amazon pay offer.ha ha,,1
38b7baa4-208c-4799-b8a9-2b9ebc940186,69,2.28,Boaring it gives refer bonus Ur frd after transaction,,1
79a1dcae-3bc6-4112-b4df-f29c80b1fd41,80,2.39,One of the best apps,,5
96f5d406-6d75-4345-bf81-6abfff03ddce,75,2.34,Useful app,,5
f3ebbfba-28d3-445b-acd1-dac7d6e15221,,,i like it thanks,,5
aa133394-3875-4810-a887-14c0e2c65d21,55,2.14,Good,,5
22194b28-bd37-4567-afc1-9d6f75544de7,,,I dont know y TATA sponsored ur app so worst app hell vth u developers n ur idea,Amazing zing zing,1
2e8a2783-1aec-4ca6-b43f-459f2c735ab3,75,2.34,Worth app customer care not unable,,1
58552348-1b0b-4ef7-9ae1-dcd253da05f7,68,2.27,Absolutely useless. Many a times I am facing issues. The bills will not be paid after successful payments and money will be stuck in wallets,,1
4d53c541-af65-430c-a8be-f7343d9bb89a,83,2.42,Everytime the payment gets failed,,1
2a19c00f-b727-484a-a13e-c50125968f6a,,,excellent,,5
505dcaba-dc03-44cf-b311-a1c9152346e1,81,2.40,Very very poor app I have done electricity bill payment but Rs-150 cashback not recieve,,1
f9eb42c1-3df1-4aa0-bc36-2d0ee544a775,88,2.47,nice app,,5
7748b381-8c4c-47b7-bb0b-8018cda14ba2,78,2.37,Nice application.,,5
9bc30709-8bbc-4b21-bd9d-b68ca1aa4457,88,2.47,Very good app I like it,,5
685a00f7-474f-40f2-a919-a87fd3667477,,,Nice app,,5
fbc14186-cb3f-4840-b0d0-7f3fa07a55f5,83,2.42,Supeeeeeerb,,5
4df7f96d-2cf0-4f59-9a60-ae13f906daa4,,,Awesome cab booking experience,,5
b1550c05-38bc-4055-a7ab-0c1372448cf5,71,2.30,Niki is ok....but i think some technical problems you have.please do it soon,,3
f11f22e5-c68c-4257-94ea-533433a7f7d9,75,2.34,"Excellent app, all services are done in a minute just by chatting",,5
d426bd4d-d3d8-4d50-b017-b52728b1cc39,66,2.25,Loved the app and best use of AI..kudos!!,,5
3f45d697-e50b-48ab-8bec-f905a90a5504,,,She solves my crucial problems: 1. No need to install any other purchasing/cab app 2. Lightning fast. You actually have to use it to experience the speed. 3. Lightning fast on 2G. 4. Cab cost comparison accross companies. This is just what I needed. 5. Plain text. Straightforward. No bullshit. Please add more services soon.,Niki is Awesome,5
5c8c7e18-7da9-47c1-855e-87f4619fdc27,44,2.4,"It working great. Use this promo codes - goori0, giri3",,4
4d09d7ca-5538-485b-9735-2b0322b453cc,75,2.34,Good App to book bus and Recharge and Bills.,,5
20248ed6-41fb-4f1e-9a06-62be82d2d0f2,82,2.41,It is good,,5
f33d05d7-057c-4348-bf10-09b4fd943790,90,2.49,nice and money saving,,5
85245198-f451-4737-a0ae-1371423e12b5,74,2.33,Nice app,,5
71e70bca-e35a-4852-ad72-32cec18e7e7c,78,2.37,This app is way too slow.,,4
6cc61147-64ae-4d61-a579-54c62f928005,,,Unresponsive app.,Change the customer service,2
f2d0e97b-268a-4125-be70-c62ce4953cf8,,,Great app,Free 20rs sign up bouns points,3
7744db15-5e12-45e9-b762-f06ed7560665,,,Nice App,,4
66cfb65b-2c43-46e6-abc5-ce124b29636c,,,"Cool app......Words would be less for it . Nice app, please add more wallets",,5
7c7429ac-d401-4dc4-9e7f-cfc1c9db2603,74,2.33,Gy,,5
81cf03f5-3429-4ab6-82c4-4b424eef125b,1,1.0,App with immense potential :),,5
0c84e881-61d8-4d02-919d-00e34012b120,75,2.34,Bakwaas app guys don't dowmload it... balance is not received in my account and amount is taken,,1
2d0444fd-91f8-42cc-a651-115c4a181c2a,55,2.14,Keep Up the good work.. :),,5
a0909c00-ebf7-4a09-bc01-6d6d223b39a5,90,2.49,App is great and easy to use.,,4
b5eabd97-935a-49bb-9193-174577a75dd9,71,2.30,Nice,,5
df7ec6a9-c351-4172-b2f7-5233844bd529,69,2.28,Nice app,,5
ee8d721c-3510-4591-84cb-bd8ef1bf6f14,80,2.39,Very helpful app,,5
7a032048-8707-4411-aa26-1835b17cbe14,81,2.40,Excellent automated AI interactive per human requirements of daily life. No time consuming and up to the mark AI,,5
50f89678-e6a3-4531-9aff-359e45134b3e,68,2.27,Looted 50 rs credits from my wallet,,1
3260e4e3-1da5-41f0-95b9-aab44eb59d96,,,Its a gud app,,5
1e34cc8f-951d-4476-811e-840d1d50e11e,17,1.8,Grt going man as if talking to my friend,,5
77487c1e-f5ff-46af-b39e-a6ea05c60f21,52,2.12,max cashback for first time user than any other app,Nice one,5
28943c44-f540-4f21-99b4-327b9caae579,74,2.33,one of my friend is recharging freely 1000 plus with an option pay lazy does you recovery that again in any time.if how you do that. and I'm unable to get that free option.,,3
7f3e98b7-ec20-49c4-9be3-b04b2ca63915,69,2.28,niki apps real referral code when u fst sign up the code is saurav89 instant cash get rs 30,,5
b8527197-0dd4-4bbe-97c8-787ce58437ed,69,2.28,"Download niki app and use my referral ""ashoksn"" during signup to get instant Rs 30 cash in niki wallet.Must try",,5
566c77c4-ad73-4840-80a5-0debaff21934,90,2.49,mm,,3
a72d260b-76d8-4cf4-bd5f-20cea9af4d16,28,1.9,Integrated to Google Assistant this app will rock,,4
44476a85-35ed-4768-90f5-bc455a04694e,90,2.49,gud,,5
26d945b2-f24d-406a-92be-f6044de83784,37,1.17,I paid 2 electricity Bills . Bills got paid instantly And got 200 cash back .,Awesome app,5
231407ec-a93a-4a15-97d6-1eb779dbd5c5,75,2.34,Very good,,5
7d58ed27-2349-49f2-b74c-aa1234cb0cf9,71,2.30,Worst app I ever seen. My credits were disappeared I didn't paid to anything and even I have the validity to that credits,,1
90a33967-a136-45d6-aa6a-40b12a1c348c,90,2.49,i brought 250 amazon card i still have not received . dont buy gift cards here . no coustmer support over call .,,1
a0380ea4-3b8f-4627-b5e0-f7f255ffca77,88,2.47,worst recharge app ever. i have recharge a prepaid number and the recharge get successful after 1 day.,,1
b4c72e31-c1f2-42b6-9a5d-03e25e9a100e,75,2.34,Beautiful app and super fast response,,5
4afc962b-ebde-4db8-a5a9-289f66d9f6e0,90,2.49,My transaction got failed. Haven't got the refund in my bank account. I placed a ticket and it's been more than 4 days still haven't heard back from the support. Terrible support. Will not use again ever in my life. Better to use Paytm/PhonePe,,1
befc9cc7-504f-4725-92ce-383375dd634f,,,My bescom electricity payment declined twice debited from my cc now i should wait for 7-10 days for refund ... worst app ever will never use this stupid service from now on,,1
a93522ca-dd6f-4a1a-8792-30245c7e395b,36,1.16,"Integration with movie, bus, air tickets should be must. If you can figure out a way to book train as well it would be awesome",Good but needs further work,4
7a3c4757-1b31-4df7-a49a-9533eb765648,68,2.27,"Very good interface and fast service, good offers",,4
a860a89d-11f2-4934-8d31-fd81108f1915,78,2.37,Best app,,4
c2ea3e95-db54-497a-8ee0-9e49a14ba0ec,83,2.42,Good,,5
95e1648f-9656-436b-a5bb-ede507c5f3fb,78,2.37,Please add APSPDCL electricity bill payment option please,,3
fe359018-72ca-4cb4-a6b7-8e9234290cf6,81,2.40,Excellent,,5
a38f7282-5e8d-41cf-a409-9fb8f180862d,,,It is worst.i asked for available recharge plans for my mobilw number.it just asks me recharge type.why u can't give me all recharge type's plan ?,Tried recharge,1
b8aa7a54-fc80-402d-86ef-1a8017095e44,87,2.46,Love you Niki..,,5
e5c406cb-0f49-43c8-aed6-ce551ada8f9b,75,2.34,Bill pay on your finger tip very easy to use nice offers cash backs refer programme great.,,5
0e7d90ae-e091-4bea-996d-06b7c066a6a7,80,2.39,Awesome app easy trasaction i book hotels ang do recharge from this app,,5
4710ce93-af33-4e95-bb90-fc3583f839ac,83,2.42,Worst app please don't use it.,,1
85b30b39-6df4-4a6f-be27-5092b91e1411,78,2.37,"Provide amazing offers, but not valid it's expired and no any live support. Some time showing unexpected errors.",,2
31f7a49c-fb42-4c8c-8adf-e5857d48d2a0,71,2.30,i think please not installed this app totally time waste,,1
85567b20-d065-452b-835d-320a30b99526,71,2.30,Super,,5
f42e4d90-12c9-4561-94f8-4780f0bc981c,76,2.35,You should also provide utility bill payment options elsewhere I see Nikki application good,,5
996b7db4-dc8e-420a-b7d2-dd962f9d92ab,90,2.49,nice,,5
735e456f-2f77-47bc-bf58-0087f2d45930,62,2.21,I don't understand chat feature,,1
0c3aedea-77d3-4284-80c0-16aca4a86b27,89,2.48,The offer is not so exciting...,,1
b23c1670-a1a1-4ac8-9c4e-4f1f29dd8739,86,2.45,osm,,5
91f70603-9e87-45b8-937e-d9cfa12342bb,56,2.15,It's good app just increase the no of offers u provide,,5
04516257-b586-447b-b492-749d26b0ba4b,,,Good app.,,5
811cbcc9-5fb2-4d5f-ac82-807d4a2e8f38,,,why u add amazon pay bal. when u the rech. with amazon pay bal. is not working,,1
3dec9231-158c-4fdc-bef7-ac207e038a2f,81,2.40,Didn't recieve cashback on dth payment. No support available,,1
